q	0	50	100	150	200	250	300	350	400	450	500	550	600	650	700	750	800	850	900	950	1000	1050	1100	1150	1200	1250	1300	1350	1400	1450	1500	1550	1600	1650	1700	1750	1800	1850	1900	1950	2000	2050	2100	2150	2200	2250	2300	2350	2400	2450	2500	2550	2600	2650	2700	2750	2800	2850	2900	2950	3000	3050	3100	3150	3200	3250	3300	3350	3400	3450	3500	3550	3600	3650	3700	3750	3800	3850	3900	3950	4000	4050	4100	4150	4200	4250	4300	4350	4400	4450	4500	4550	4600	4650	4700	4750	4800	4850	4900	4950	5000
0.9	0	0.00332801008133902	0.00668841005704098	0.0100811783663712	0.0135062932344199	0.0169637326720681	0.0204534744759299	0.023975496228315	0.0275297752971735	0.0311162888360584	0.0347350137840663	0.045286148708976	0.0576276570617333	0.0716668564733809	0.0873118761475198	0.104471847071033	0.123057079700754	0.14297922914247	0.164151447888529	0.186488526227184	0.209907020480404	0.23432536926742	0.25966399802834	0.285845412076272	0.31279427847702	0.340437497083099	0.368704261073139	0.397526107369233	0.426836957323096	0.456573148077454	0.486673455021768	0.517079105771483	0.547733786107431	0.578583638317101	0.609577252382272	0.640665650458062	0.671802265087069	0.70294291158898	0.734045755060956	0.765071272417523	0.795982209890566	0.826743536400683	0.857322393200531	0.887688040179203	0.917811799204165	0.947666994863939	0.977228892960763	1.00647463708791	1.03538318361146	1.0639352353609	1.0921131743175	1.12016837115923	1.14866812389587	1.17683449972353	1.20466700216418	1.23216540146253	1.25932970190965	1.28616011142665	1.3126570133904	1.33882094067971	1.36465255191747	1.39015260988123	1.41532196205282	1.44016152327547	1.46467226048546	1.48885517948416	1.51271131371515	1.53624171501049	1.55944744626982	1.58232957603499	1.60488917492346	1.62712731388273	1.64904506422854	1.67064349942905	1.69192369859749	1.71288675165546	1.73353376612889	1.75386587553879	1.7738842493482	1.7935901044268	1.8129847179938	1.83206944199945	1.85084571890435	1.86931509881521	1.88747925793431	1.90534001827875	1.92289936862414	1.94015948662561	1.95712276206738	1.9737918211897	1.99016955204012	2.00625913079334	2.02206404898123	2.03758814157199	2.05283561583396	2.06781108091693	2.08251957807978	2.09696661149042	2.11115817951962	2.12510080644707	2.13880157449373
0.92	0	0.0036526027593477	0.00734068504769357	0.0110642211616528	0.0148231851438504	0.0186175507829071	0.0224472916134173	0.0263123809159358	0.0302127917169639	0.0341484967889292	0.0381194686501683	0.0539060292938132	0.0713973918477625	0.0904948234097651	0.111100837844589	0.133119387213575	0.156456039026643	0.181018139413768	0.20671496236627	0.233457845248059	0.261160310822735	0.289738176084669	0.319109648220237	0.349195408060008	0.379918681413235	0.411205298703161	0.44298374334497	0.475185189328246	0.507743528482297	0.540595387916119	0.573680138134851	0.606939892341957	0.640319497440694	0.673766517250291	0.7072312084515	0.740666489773236	0.774027904926801	0.807273579787097	0.84036417431126	0.873262829674633	0.905935111091865	0.938348946777673	0.970474563487218	1.00228441906066	1.03375313238004	1.0648574111296	1.09557597773324	1.12588949382448	1.15578048358619	1.18523325627887	1.21423382825725	1.24260464405097	1.27008919308535	1.29723221282506	1.32403500246776	1.35049902766148	1.37662588703455	1.40241728117382	1.42787498401848	1.45300081663403	1.47779662332879	1.50226425007344	1.52640552518287	1.55022224221862	1.57371614506959	1.59688891516847	1.61974216080118	1.6422774084669	1.66449609624652	1.68639956913803	1.70798907631768	1.72926577028673	1.75023070786414	1.77088485298619	1.79122908127516	1.81126418633928	1.83099088776712	1.85040984078007	1.86952164750675	1.88832686984359	1.90682604386576	1.92501969575263	1.94290835919165	1.9604925942238	1.97777300749345	1.99475027386409	2.01142515936044	2.02779854539604	2.04387145424338	2.05964507570226	2.07512079491919	2.0903002213088	2.10518521852488	2.11977793542637	2.13408083797973	2.14809674203613	2.16182884691787	2.17528076974488	2.1884565804275	2.20136083724806	2.2139986229486
0.94	0	0.00397288468658576	0.00798428652514804	0.0120341754029998	0.0161225209112176	0.0202492923446714	0.0244144587020317	0.0286179886858004	0.0328598507023248	0.0371400128618197	0.041458442978392	0.0623392365002321	0.0848209869231032	0.108799329310482	0.134171620950757	0.160837131319469	0.18869721614504	0.21765547577186	0.247617898071068	0.278492986201432	0.310191871570207	0.342628412386913	0.375719278241457	0.409384021172316	0.443545133720186	0.478128094488372	0.513061401752507	0.548276595680142	0.583708269734309	0.61929407184566	0.654974695944461	0.690693864447367	0.726398302294399	0.762037703129262	0.797564688211135	0.832934758638667	0.868106241457274	0.903040230209115	0.937700520471621	0.972053540915278	1.00606828039477	1.03971621156972	1.07297121153232	1.10580947989936	1.13820945480548	1.17015172721349	1.20161895393595	1.23259576974031	1.26306869888808	1.29302606643637	1.32245790960829	1.35079573551811	1.37703607777762	1.40293436010939	1.4284937393004	1.4537174309844	1.47860867589628	1.50317070873703	1.52740672960042	1.55131987791076	1.57491320882012	1.59818967201239	1.6211520928616	1.64380315589194	1.66614539048732	1.68818115879942	1.70991264580372	1.73134185145475	1.75247058489283	1.77330046065634	1.79383289685494	1.81406911526101	1.83401014327826	1.85365681774774	1.87300979055369	1.89206953599259	1.91083635987051	1.92931041029497	1.94749169012873	1.96538007107378	1.98297530935442	2.00027706296909	2.01728491048047	2.03399837131373	2.05041692753231	2.06654004706007	2.08236720831786	2.09789792624139	2.11313177964574	2.12806843990015	2.14270770087455	2.157049510117	2.17109400121824	2.18484152731671	2.19829269569391	2.21144840340635	2.22430987389627	2.23687869451906	2.24915685492094	2.2611467861953	2.2728514007415
0.96	0	0.00428641083489129	0.00861430090485669	0.0129836354452425	0.0173943793507408	0.0218464971754613	0.0263399531329887	0.030874711096448	0.0354507345985646	0.0400679868317345	0.0447264306480854	0.0705112382416785	0.0977750770156556	0.12640846669207	0.156304163020943	0.187357343234694	0.21946577384056	0.252529961059327	0.286453284277594	0.321142112934501	0.356505907312174	0.392457303742303	0.428912184779259	0.465789734923153	0.503012482504219	0.540506328363339	0.578200561982089	0.616027865730217	0.653924307908459	0.691829325270914	0.729685695713591	0.767439501814732	0.805040085908176	0.842439997363689	0.879594932738122	0.916463669448518	0.95300799360342	0.989192622611609	1.02498512316865	1.06035582520128	1.09527773232779	1.12972642936973	1.16367998742632	1.1971188669982	1.2300258196222	1.26238578845285	1.29418580820092	1.32541490481286	1.35606399524963	1.38612578769758	1.41559468251843	1.44355145316133	1.46832636368402	1.49276633751389	1.5168764226815	1.54066161262119	1.56412681272017	1.5872768096088	1.61011624312591	1.63264958089215	1.65488109542495	1.67681484372851	1.69845464929401	1.71980408644598	1.74086646697292	1.76164482898205	1.78214192792038	1.8023602297067	1.82230190592169	1.84196883100589	1.86136258141822	1.88048443671018	1.89933538247368	1.91791611512337	1.93622704847627	1.95426832209472	1.97203981136021	1.98954113924836	2.00677168977688	2.02373062310008	2.04041689222501	2.05682926132547	2.07296632563082	2.08882653286734	2.10440820622997	2.1197095688621	2.13472876982093	2.14946391150467	2.16391307851719	2.17807436794369	2.19194592100936	2.2055259560907	2.21881280304612	2.23180493882983	2.24450102434923	2.25689994252239	2.2690008374877	2.28080315491368	2.29230668335151	2.3035115965679	2.31441849679034
0.98	0	0.0045907263040699	0.00922579494172715	0.0139051662830157	0.0186288003110326	0.023396656622052	0.0282086944256262	0.0330648725447036	0.0379651494157406	0.042909483088818	0.0478978312277545	0.0783491107514151	0.110139834050794	0.143156021259747	0.177286478045647	0.212422973165032	0.248460396567863	0.28529689849189	0.322834010049073	0.360976745860463	0.399633689344147	0.438717061303155	0.478142772496582	0.517830460907865	0.557703514449235	0.597689079861298	0.637718058581314	0.677725090363771	0.717648525442068	0.757430386021268	0.797016317888788	0.836355532923248	0.875400743271451	0.914108087950212	0.95243705261349	0.990350383206572	1.02781399420791	1.06479687213619	1.10127097497539	1.13721112814412	1.17259491760817	1.20740258070648	1.24161689523145	1.2752230672746	1.30820861831842	1.34056327202475	1.37227884113959	1.40334911490426	1.4337697473326	1.46353814668475	1.49265336643913	1.51988705575033	1.54298607656176	1.56576483959233	1.58823028775816	1.61038919176043	1.63224811754335	1.65381339658714	1.67509109895104	1.69608700898277	1.71680660361183	1.73725503314645	1.75743710449593	1.7773572667434	1.79701959899665	1.81642780044827	1.83558518258	1.85449466344956	1.87315876400243	1.89157960635465	1.90975891399685	1.92769801387332	1.94539784029411	1.96285894064153	1.98008148283639	1.99706526453229	2.01380972401003	2.03031395274688	2.04657670963837	2.06259643685272	2.07837127730032	2.09389909370248	2.10917748924524	2.12420382980528	2.1389752677358	2.15348876720059	2.16774113104469	2.18172902918946	2.19544902853934	2.20889762438618	2.2220712732953	2.23496642745543	2.24757957047215	2.25990725458119	2.27194613925478	2.28369303117006	2.29514492550438	2.30629904851733	2.3171529013743	2.32770430516067	2.33795144702947
1	0	0.00488338607360674	0.00981385543270471	0.0147913634034403	0.0198158648771941	0.0248873143107544	0.0300056657264759	0.0351708727124533	0.0403828884226941	0.0456416655772896	0.0509471564625874	0.0857822548755071	0.121800196804503	0.15888321720743	0.196916918391451	0.235790435938469	0.275396583392417	0.315631976302593	0.356397136278365	0.39759657576455	0.439138864293759	0.480936677012157	0.522906826308563	0.564970277403942	0.607052148779213	0.649081698334448	0.690992296181866	0.732721384979381	0.774210428710575	0.815404850811729	0.856253962536837	0.896710882438046	0.93673244782181	0.9762791190207	1.01531487729755	1.05380711717287	1.09172653393825	1.12904700708883	1.16574548037589	1.2018018391482	1.23719878561637	1.27192171264021	1.30595857660334	1.33929976990426	1.37193799355712	1.40386813036017	1.43508711905458	1.46559382986178	1.49538894175327	1.52447482177379	1.5528554067062	1.5790354266711	1.60026174854871	1.62118981940784	1.64182844944625	1.66218615666295	1.68227113587386	1.7020912306139	1.72165390782164	1.74096623520512	1.76003486119046	1.77886599735821	1.79746540327675	1.81583837364592	1.83398972766877	1.85192380057431	1.86964443721878	1.8871549876983	1.9044583049108	1.92155674401047	1.93845216370284	1.95514592933411	1.97163891773299	1.98793152376845	2.0040236685913	2.01991480953212	2.03560395163227	2.0510896607888	2.06637007849761	2.0814429381828	2.09630558310307	2.11095498582879	2.12538776928561	2.13960022936249	2.1535883590833	2.16734787434251	2.18087424120571	2.19416270477621	2.20720831962818	2.22000598180644	2.23255046239119	2.24483644262447	2.25685855059256	2.26861139945576	2.28008962721356	2.29128793798919	2.30220114481327	2.31282421388117	2.32315231025332	2.33318084496167	2.34290552347911
1.02	0	0.00516197479079983	0.0103736289905601	0.015634912743084	0.0209457757084547	0.0263061670632646	0.0317160355008405	0.0371753292314802	0.0426839959826893	0.0482419829994142	0.0538492370442887	0.0927430881341816	0.132647048851607	0.173440380304384	0.215006320917643	0.257232236673986	0.300009748361431	0.343234836596509	0.386807925450172	0.430633945556536	0.474622377628743	0.518687277342874	0.562747282579985	0.606725604038429	0.650550000243859	0.694152737993152	0.737470539271226	0.780444515676846	0.823020091385289	0.865146915662731	0.90677876592964	0.947873442348951	0.988392654889551	1.02830190378714	1.06757035429325	1.10617070656943	1.14407906154766	1.18127478354061	1.21774036034603	1.25346126154991	1.2884257956918	1.32262496691446	1.35605233167872	1.38870385608241	1.42057777428166	1.45167444847149	1.481996230843	1.51154732789521	1.5403336674411	1.56836276861085	1.59564361511901	1.62045602442942	1.63962921558026	1.65853313574222	1.67717840287057	1.69557522230273	1.71373335800349	1.7316621067016	1.74937027479439	1.76686615790106	1.78415752295015	1.80125159269195	1.81815503253215	1.83487393958896	1.85141383388194	1.86777965156739	1.88397574014127	1.90000585553751	1.91587316105577	1.93158022805961	1.94712903839214	1.96252098846308	1.97775689496673	1.99283700219708	2.00776099093166	2.02252798886148	2.0371365825498	2.05158483090721	2.06587028017556	2.07998998041726	2.09394050351054	2.10771796265483	2.12131803339347	2.1347359761636	2.14796666038534	2.16100459010403	2.17384393120055	2.18647854018535	2.19890199459221	2.21110762498698	2.22308854860611	2.23483770463782	2.24634789115703	2.25761180372233	2.26862207564009	2.27937131989701	2.28985217275788	2.30005733902049	2.30997963891384	2.31961205661974	2.32894779039109
1.04	0	0.00542412642576801	0.0109003615479542	0.0164286502350769	0.0220089368222812	0.0276411651116432	0.033325278372467	0.0390612193415805	0.0448489302236553	0.0506883526915026	0.05657942788639	0.0991677054601064	0.142578332318181	0.18668850080853	0.231380013786846	0.276539414816393	0.322058093688281	0.36783236822343	0.413763543375643	0.459757948704139	0.505726955323956	0.551586973474051	0.597259431866126	0.642670739992574	0.687752234579867	0.732440111374761	0.776675343445039	0.820403587165138	0.863575077039735	0.906144510496322	0.948070923750968	0.989317559820669	1.02985172972113	1.06964466785122	1.10867138252496	1.1469105025691	1.18434412086004	1.22095763562759	1.25673959030605	1.29168151266529	1.32577775390611	1.3590253283559	1.3914237543525	1.42297489685625	1.45368281228343	1.48355359600815	1.51259523293456	1.54081745149792	1.56823158141039	1.59485041542713	1.62068807536882	1.64384050853312	1.66079904639021	1.67752379026098	1.69402707432907	1.71032070132302	1.726415916674	1.74232338551942	1.75805317240916	1.77361472357757	1.78901685165097	1.80426772266737	1.81937484529233	1.83434506212268	1.84918454297752	1.8638987800838	1.87849258507179	1.89297008770383	1.90733473626771	1.92158929957387	1.93573587050364	1.94977587106301	1.96371005890441	1.97753853528567	1.99126075444271	2.00487553435908	2.01838106892165	2.03177494145815	2.04505413965764	2.05821507188024	2.07125358486754	2.08416498286932	2.09694404820601	2.10958506329028	2.12208183413348	2.13442771536558	2.14661563679888	2.15863813156716	2.17048736587278	2.18215517037428	2.19363307324676	2.20491233494606	2.21598398470632	2.22683885879801	2.23746764057063	2.24786090230063	2.25800914886083	2.26790286322269	2.27753255379714	2.28688880361335	2.29596232132804
1.06	0	0.00566754362600341	0.0113894372553955	0.0171656204391925	0.0229960321451895	0.0288806107583373	0.0348192940811127	0.0408120193338964	0.0468587231553652	0.0529593416028661	0.0591138101528209	0.104996501902956	0.15150008572448	0.198500679462394	0.245879662185603	0.293523779722379	0.341325223933249	0.389181686897437	0.436996391243069	0.484678097895266	0.532141092550055	0.579305152206474	0.626095493104537	0.672442701423634	0.718282648094683	0.763556389070815	0.808210052385791	0.852194713307582	0.895466258866899	0.937985243007755	0.979716733569686	1.02063015226987	1.06069910880835	1.09990123017167	1.13821798615958	1.17563451210738	1.21213942972183	1.2477246668942	1.28238527729744	1.31611926051894	1.34892738342391	1.38081300338885	1.41178189398942	1.44184207367328	1.47100363789508	1.49927859513991	1.52668070721113	1.55322533411086	1.57892928379506	1.60381066704092	1.62788875762261	1.6491149901068	1.66371855537872	1.67812970976828	1.69236238067626	1.70642984886369	1.72034472620282	1.73411893617429	1.74776369694827	1.76128950689562	1.77470613238355	1.78802259771926	1.8012471771141	1.81438738855016	1.82744998944064	1.8404409739849	1.85336557212867	1.86622825004936	1.87903271209581	1.89178190412122	1.90447801815702	1.91712249838441	1.92971604836892	1.94225863953197	1.95474952084111	1.96718722970889	1.97956960409726	1.99189379583188	2.004156285137	2.01635289640801	2.02847881524437	2.0405286067711	2.05249623528159	2.06437508523896	2.07615798367685	2.08783722404371	2.09940459153741	2.11085138997884	2.12216847027478	2.133346260521	2.14437479779679	2.15524376170149	2.16594250968259	2.17646011420301	2.18678540179247	2.19690699402486	2.20681335045922	2.21649281357732	2.22593365574541	2.23512412822123	2.24405251222069
1.08	0	0.00589001660689792	0.0118364164442478	0.017839133759117	0.0238981021658378	0.0300132546464615	0.0361845235512069	0.0424118405989239	0.0486951368775685	0.0550343428446608	0.0614293883277737	0.110174751040195	0.159327395107106	0.208763441224663	0.258364933107232	0.308019913504231	0.357622472516711	0.407072769625461	0.456277030890364	0.505147522817408	0.553602504415315	0.601566158979054	0.648968507142869	0.695745302741825	0.741837913008483	0.787193184611318	0.831763297014084	0.875505604601488	0.918382468976854	0.960361082792538	1.00141328642437	1.04151537874806	1.08064792321888	1.11879555039639	1.15594675799468	1.19209370947526	1.2272320321357	1.26136061558193	1.2944814114076	1.32659923483845	1.35772156903602	1.38785837269137	1.41702189147769	1.44522647387016	1.47248839178275	1.4988256664149	1.52425789964675	1.54880611126899	1.57249258228417	1.59534070446873	1.61737483634078	1.63643890784413	1.64857040358203	1.66055608130177	1.67241130826542	1.68415069565171	1.6957880805641	1.70733651062902	1.71880823100418	1.73021467362664	1.74156644854126	1.75287333716066	1.76414428731899	1.77538740999284	1.7866099775738	1.79781842358819	1.8090183437708	1.82021449841021	1.8314108158942	1.84261039739439	1.85381552263956	1.86502765673738	1.87624745801408	1.88747478685098	1.89870871550629	1.90994753891912	1.92118878650134	1.9324292349307	1.94366492196638	1.95489116131533	1.96610255858417	1.97729302835787	1.98845581245196	1.9995834993901	2.01066804516351	2.02170079533275	2.0326725085356	2.04357338146788	2.05439307540584	2.06512074434056	2.07574506479547	2.08625426739836	2.09663617027849	2.10687821435824	2.11696750060681	2.1268908293203	2.13663474148916	2.14618556230964	2.15552944689042	2.16465242819973	2.17354046729139
1.1	0	0.00608944141989014	0.0122370723364625	0.0184428217669461	0.0247066180472184	0.0310283888323493	0.0374080610971369	0.0438455611366589	0.0503408145668359	0.0568937463249749	0.0635042806703518	0.114653133348623	0.165985248625109	0.217377902951243	0.268714961499488	0.319886919623151	0.370790915368003	0.421330714703149	0.47141667117824	0.520965661741037	0.569901000464393	0.618152331935494	0.665655506053435	0.712352435964749	0.758190940840968	0.80312457516872	0.847112446181679	0.890119021016097	0.932113925118037	0.973071733371831	1.01297175535632	1.05179781606882	1.0895380333872	1.12618459346873	1.16173352521061	1.19618447482286	1.22954048148891	1.26180775501415	1.29299545628807	1.32311548131188	1.35218224947092	1.38021249666025	1.40722507380304	1.4332407512344	1.45828202935924	1.48237295593094	1.50553895023882	1.52780663443655	1.54920367219079	1.5697586147796	1.58950075472359	1.60620058057665	1.61576784328968	1.62524029973205	1.63463457507334	1.64396643676578	1.65325078144149	1.66250162418644	1.67173208999409	1.68095440721376	1.69017990282189	1.69941899935653	1.70868121336858	1.71797515525605	1.72730853036029	1.73668814121602	1.74611989085935	1.75560878711047	1.76515894775984	1.77477360659848	1.78445512024471	1.79420497573079	1.80402379882413	1.81391136306795	1.82386659953694	1.83388760731274	1.84397166469397	1.85411524116407	1.86431401014897	1.87456286260451	1.88485592148103	1.89518655711977	1.90554740364193	1.9159303763975	1.92632669054611	1.93672688084723	1.94712082274097	1.9574977548046	1.96784630267272	1.97815450451124	1.98840983813709	1.99859924987631	2.00870918525335	2.01872562160387	2.02863410270171	2.03841977548881	2.04806742899348	2.05756153551877	2.06688629417776	2.07602567684714	2.08496347660358
1.12	0	0.00626383744639361	0.0125874261958638	0.0189706901748996	0.0254135525815427	0.0319159358860229	0.0384777618313829	0.0450989514341218	0.0517794249848507	0.0585191020489333	0.0653179014671582	0.118388209363661	0.171409285971959	0.224260782945012	0.276829602417272	0.329009898738941	0.380703050250937	0.431817603042832	0.482269188664451	0.531980417776595	0.580880751728141	0.628906354036553	0.675999923727459	0.722110512457313	0.767193327302212	0.811209521046619	0.854125971748847	0.895915053296821	0.936554398598493	0.976026656977408	1.01431924726593	1.05142410800763	1.08733744609673	1.1220594850972	1.15559421439799	1.18794914027398	1.21913503983585	1.24916571876633	1.27805777365567	1.30583035966617	1.33250496417508	1.35810518696638	1.38265652746648	1.40618617944609	1.42872283354086	1.45029648787734	1.47093826702808	1.49068024946062	1.50955530358989	1.52759693249173	1.54483912728756	1.55900953705646	1.56594671173625	1.57284363794499	1.57971799054594	1.58658649487073	1.59346491909142	1.60036806869736	1.60730978286533	1.61430293252526	1.62135941993883	1.62849017962277	1.63570518046331	1.64301342888262	1.65042297293271	1.65794090720605	1.66557337846643	1.67332559191705	1.68120181803621	1.68920539992408	1.69733876111665	1.70560341383523	1.71399996765184	1.72252813856249	1.73118675847114	1.73997378509806	1.74888631233656	1.75792058109162	1.76707199064349	1.77633511058799	1.7857036934138	1.79517068778459	1.80472825260135	1.81436777192706	1.82407987086188	1.83385443246293	1.84368061580748	1.85354687530315	1.86344098135219	1.87335004248025	1.88326052904223	1.89315829861992	1.90302862322658	1.91285621843427	1.92262527453877	1.93231948987569	1.94192210639898	1.95141594762977	1.96078345907955	1.97000675124634	1.97906764527674
1.14	0	0.00641136397358696	0.0128837806316501	0.0194171690180988	0.0260114474034572	0.0326665332855887	0.0393823433904281	0.0461587936727087	0.0529957993167195	0.05989327473704	0.0668511335793105	0.121342833076652	0.175546435120418	0.229345242122717	0.282630456317164	0.335301136530283	0.38726412426907	0.438433941359218	0.488732661382846	0.538089757164145	0.586441926537182	0.6337328986031	0.679913222645294	0.724940041821911	0.768776853696179	0.811393259597891	0.852764704734633	0.892872210890409	0.931702103462875	0.969245734499674	1.00549920330007	1.04046307605134	1.07414210587068	1.106544954524	1.13768391699313	1.16757464996358	1.19623590520679	1.2236892687341	1.24995890650518	1.27507131738152	1.29905509392669	1.32194069156945	1.34376020656334	1.36454716309841	1.38433630984626	1.40316342614961	1.42106513800165	1.43807874389893	1.45424205059468	1.46959321872626	1.48417061824252	1.49568577076408	1.49995432698885	1.50423979783095	1.50856067627228	1.5129344256826	1.5173774781897	1.52190523482551	1.5265320672239	1.53127132066244	1.53613531825707	1.541135366135	1.54628175942747	1.55158378894013	1.55704974837454	1.56268694198978	1.56850169260839	1.57449934988554	1.58068429877496	1.58705996813898	1.59362883946366	1.60039245565334	1.60735142989152	1.61450545456738	1.62185331027904	1.62939287493619	1.63712113299563	1.64503418487368	1.65312725658956	1.66139470970333	1.6698300516211	1.67842594634866	1.68717422578301	1.69606590163838	1.70509117811093	1.71423946539212	1.72349939414721	1.73285883108013	1.74230489571109	1.7518239784968	1.76140176042707	1.7710232342336	1.78067272734922	1.79033392675642	1.79998990586481	1.8096231535562	1.81921560553481	1.82874867811774	1.8382033045975	1.84755997430406	1.85679877448885
1.16	0	0.00653033571710603	0.0131227507829863	0.0197771596397679	0.0264934759140901	0.033271612417921	0.0401114811493794	0.0470129932935702	0.053976059223427	0.0610005885005548	0.0680864898760988	0.12348650168726	0.178355430205742	0.23258154847869	0.286061657255886	0.33870099156089	0.390413096192004	0.441119672695008	0.490750400346748	0.539242733669869	0.586541678965704	0.632599552305741	0.677375721363276	0.72083633339746	0.76295403162276	0.803707662109521	0.843081973266663	0.881067309857151	0.917659303391412	0.952858560634864	0.986670351853753	1.01910430031	1.05017407440114	1.07989708372692	1.10829418025041	1.13538936560908	1.16120950552084	1.18578405212281	1.20914477497584	1.23132550136695	1.25236186644528	1.27229107363416	1.29115166567442	1.30898330657036	1.32582657463195	1.34172276673313	1.3567137138384	1.37084160778645	1.38414883926181	1.39667784683263	1.40847097688445	1.41724611195822	1.41883548394423	1.42050054546075	1.42226035609026	1.42413287923592	1.42613498693678	1.42828246607441	1.43059002573723	1.4330713055277	1.43573888461549	1.43860429135848	1.44167801333069	1.4449695076142	1.44848721122896	1.452238551591	1.45622995690604	1.46046686642093	1.46495374047086	1.46969407027505	1.47469038744801	1.47994427320713	1.48545636727118	1.49122637645665	1.49725308299196	1.50353435258095	1.51006714225897	1.51684750809597	1.52387061281126	1.53113073337516	1.53862126868211	1.54633474738933	1.55426283602355	1.56239634746679	1.57072524993988	1.57923867660947	1.58792493595134	1.59677152300855	1.60576513168872	1.61489166824979	1.62413626612759	1.63348330226256	1.64291641508544	1.65241852432436	1.66197185279667	1.67155795034983	1.68115772011491	1.69075144723529	1.70031883023077	1.70983901515393	1.71929063269162
1.18	0	0.00661923716590172	0.0133012931339326	0.0200460781009556	0.0268535014097611	0.0337234715499785	0.0406558961589958	0.0476506820228833	0.0547077350773543	0.0618269604086831	0.0690082622546906	0.124795638530567	0.179807205689476	0.233937558535263	0.287090416477604	0.339178474740995	0.390123224508284	0.43985474486078	0.488311469353257	0.535439930021684	0.581194481565909	0.625537008380141	0.668436617022381	0.709869316621526	0.749817689618924	0.788270555131337	0.82522262710574	0.860674169314515	0.894630649113696	0.9271023917581	0.958104236936446	0.987655199058336	1.01577813269364	1.04249940443487	1.06784857232493	1.09185807386703	1.11456292351142	1.13600042039518	1.15620986699718	1.17523229926118	1.19311022863598	1.20988739638255	1.22560854040537	1.24031917477768	1.25406538204901	1.26689361834811	1.27885053122475	1.28998279011033	1.30033692921973	1.30995920266451	1.31889545150152	1.32488795012766	1.32381578958278	1.32287867533089	1.32209596597783	1.32148587250567	1.32106546988892	1.32085070966536	1.32085643322188	1.32109638557629	1.32158322945635	1.32232855949649	1.32334291639253	1.32463580087276	1.32621568736241	1.32809003723568	1.33026531156699	1.33274698330929	1.3355395488433	1.33864653885693	1.34207052852919	1.34581314700673	1.34987508617565	1.35425610874394	1.35895505566307	1.36396985292963	1.36929751781957	1.37493416461945	1.38087500992969	1.38711437762581	1.39364570357348	1.40046154020317	1.40755356105938	1.41491256544825	1.4225284833159	1.43039038049773	1.43848646448637	1.44680409087295	1.45532977062285	1.46404917835307	1.47294716178335	1.48200775253832	1.49121417848155	1.50054887776592	1.50999351478727	1.51952899822996	1.5291355013938	1.53879248499205	1.54847872260892	1.55817232900312	1.56785079144089
1.2	0	0.00667673563557446	0.013416731730385	0.0202198946707317	0.0270861299544849	0.0340153421920945	0.0410074351076009	0.0480623115396575	0.0551798734425784	0.0623600218873717	0.0696026570628046	0.125253806728698	0.17988516332584	0.233399011535586	0.285707316663171	0.336731515479962	0.386402276449637	0.434659232529671	0.481450689691049	0.526733314233458	0.570471801891785	0.612638531634435	0.653213206946357	0.692182487271489	0.729539612162156	0.765284020548377	0.799420967399561	0.83196113990617	0.862920275160901	0.892318781169175	0.920181362868259	0.946536654684529	0.971416861009946	0.994857405832946	1.01689659261626	1.03757527537564	1.05693654177934	1.07502540895979	1.09188853260536	1.10757392978378	1.1221307158376	1.13560885558871	1.14805892899124	1.15953191128256	1.1700789675981	1.17975126193991	1.18859978031908	1.19667516782917	1.20402757935202	1.21070654354706	1.21676083973181	1.21997057689806	1.21628261370553	1.21278858580905	1.20950787148772	1.20645866647977	1.203658002652	1.20112176713901	1.19886472171073	1.19690052214904	1.1952417374358	1.19389986857565	1.19288536689726	1.19220765169634	1.19187512710257	1.19189519807114	1.19227428541693	1.19301783982649	1.19413035479921	1.19561537848485	1.19747552439961	1.1997124810175	1.20232702024787	1.20531900482317	1.20868739463432	1.21243025206341	1.21654474637545	1.22102715724282	1.22587287748709	1.23107641513371	1.23663139488586	1.24253055913342	1.24876576862319	1.25532800292555	1.26220736084181	1.26939306090534	1.27687344213735	1.28463596522646	1.29266721430805	1.30095289952668	1.30947786057095	1.31822607137598	1.3271806461941	1.33632384723854	1.34563709410924	1.3551009752125	1.36469526138893	1.37439892196526	1.38419014344628	1.39404635106244	1.4039442333873
