q	0	50	100	150	200	250	300	350	400	450	500	550	600	650	700	750	800	850	900	950	1000	1050	1100	1150	1200	1250	1300	1350	1400	1450	1500	1550	1600	1650	1700	1750	1800	1850	1900	1950	2000	2050	2100	2150	2200	2250	2300	2350	2400	2450	2500	2550	2600	2650	2700	2750	2800	2850	2900	2950	3000	3050	3100	3150	3200	3250	3300	3350	3400	3450	3500	3550	3600	3650	3700	3750	3800	3850	3900	3950	4000	4050	4100	4150	4200	4250	4300	4350	4400	4450	4500	4550	4600	4650	4700	4750	4800	4850	4900	4950	5000
4.1	0	-0.00601222773226013	-0.0120308625643619	-0.0180545756333114	-0.0240820368540474	-0.0301119152137406	-0.0361428790664728	-0.0421735964281999	-0.0482027352719808	-0.054228963823353	-0.0602509508558518	-0.0851414279323748	-0.113009213004794	-0.143028278286175	-0.17435370072233	-0.206150727638951	-0.237620877205136	-0.268024447030454	-0.296699008848462	-0.323073663328071	-0.346679009712893	-0.367152944944713	-0.384242542517149	-0.397802370401588	-0.407789689264022	-0.414257027348199	-0.417342658357864	-0.417259515750988	-0.414283063965618	-0.4087386175047	-0.400988555967496	-0.391419830485661	-0.380432097924098	-0.368426756710774	-0.35579709500094	-0.342919700402981	-0.330147222616096	-0.31780252754424	-0.306174234827404	-0.295513590948165	-0.286032597452513	-0.277903288383904	-0.271258032525409	-0.266190724027379	-0.262758718863509	-0.260985373595956	-0.260863046367759	-0.262356427081695	-0.2654060735818	-0.269932042575455	-0.275837517325091	-0.282537563004772	-0.288050280661973	-0.293191674873553	-0.297924738688853	-0.30221631816095	-0.30603709267184	-0.30936152404182	-0.312167780956082	-0.314437644622671	-0.316156400955528	-0.317312723967612	-0.31789855447251	-0.317908977635505	-0.317342102391552	-0.3161989452603	-0.31448332063779	-0.312201739229895	-0.309363315911587	-0.305979687945889	-0.302064944172907	-0.297635565478669	-0.292710376570962	-0.287310508820612	-0.28145937366726	-0.275182645834327	-0.268508255345032	-0.261466387076431	-0.254089486329168	-0.246412268624702	-0.238471731668626	-0.230307167137716	-0.221960169661193	-0.213474640074926	-0.204896779735036	-0.196275072389036	-0.187660249824846	-0.179105237258475	-0.170665074189309	-0.162396806258672	-0.154359343505028	-0.146613280331699	-0.139220672505381	-0.132244766602033	-0.12574967752793	-0.119800010084829	-0.114460421036734	-0.109795118787916	-0.10586729861317	-0.102738512404987	-0.10046797312871
4.12	0	-0.00567198224738503	-0.0113510521497676	-0.0170359768389565	-0.0227255220523102	-0.0284184524008691	-0.0341135316378927	-0.0398095229277502	-0.0455051891151164	-0.0511992929943949	-0.0568905975793456	-0.0833599583818027	-0.112380804194686	-0.143091019719088	-0.174626018335534	-0.206147456557798	-0.236868458125066	-0.266074798854918	-0.293141717183049	-0.317546216123864	-0.338874903646677	-0.356827575369145	-0.371216872924545	-0.381964451858536	-0.389094164375791	-0.392722805825151	-0.393048991606929	-0.390340726075336	-0.38492220036991	-0.377160315607389	-0.367451375254574	-0.356208329457289	-0.343848888074214	-0.330784751283121	-0.317412139614058	-0.304103741393068	-0.291202136657101	-0.279014703966755	-0.267809971097434	-0.257815332824715	-0.249216029071887	-0.242155254387817	-0.236735254655617	-0.233019258490381	-0.23103408822566	-0.230773297885876	-0.232200692228125	-0.235254090942695	-0.23984921458829	-0.245883583021723	-0.253240332252809	-0.26134805750545	-0.268305830903137	-0.274852748524367	-0.280950836464328	-0.286566178832051	-0.291668849953884	-0.296232819870799	-0.300235839661152	-0.303659312423791	-0.306488155075704	-0.308710655465379	-0.310318328686371	-0.311305775900533	-0.311670548449913	-0.31141301955129	-0.310536265426653	-0.309045957324324	-0.306950265525364	-0.304259776104075	-0.300987420915105	-0.297148421007417	-0.292760243412136	-0.287842571011359	-0.282417284963508	-0.276508458932429	-0.270142364138093	-0.263347484012069	-0.25615453699786	-0.24859650578192	-0.240708670974189	-0.232528646976363	-0.224096417482377	-0.215454367750139	-0.206647310469465	-0.197722501732561	-0.188729643296241	-0.179720867016759	-0.17075069704773	-0.161875985129969	-0.15315581408168	-0.144651364432346	-0.136425739049708	-0.128543740603278	-0.121071596808164	-0.114076628618604	-0.107626856910642	-0.101790543727325	-0.0966356648757597	-0.0922293115804887	-0.08863702002636
4.14	0	-0.00530468176657099	-0.0106171796267633	-0.0159363639031485	-0.0212611033235555	-0.0265902652608107	-0.0319227159729405	-0.0372573208437865	-0.042592944623992	-0.0479284516722951	-0.053262706197106	-0.0810509115280484	-0.110937070941695	-0.142031727985732	-0.173459744046513	-0.204388342362634	-0.234051154315315	-0.261767806585148	-0.286958808852837	-0.309155705234527	-0.328006632456839	-0.343277579643383	-0.354849766046564	-0.362713643297513	-0.366960088377713	-0.367769384344503	-0.36539859060989	-0.360167886692462	-0.352446436674953	-0.34263827014002	-0.331168613153667	-0.318471033775146	-0.304975694142713	-0.291098928559167	-0.277234296852343	-0.26374519678235	-0.250959060067441	-0.239163104867134	-0.228601573997807	-0.21947435305188	-0.211936835880703	-0.206100886221398	-0.202036733005683	-0.199775632319465	-0.199313130208272	-0.2006127666064	-0.20361007065248	-0.20821671060807	-0.214324676638552	-0.221810391041661	-0.230538657404265	-0.239963798318255	-0.24830107511156	-0.256190448316858	-0.263593556480129	-0.27047624598441	-0.276808455869569	-0.282564080957766	-0.287720819702901	-0.292260012417343	-0.296166474798187	-0.299428330987988	-0.30203684976796	-0.303986286898399	-0.305273736092849	-0.305898990638239	-0.305864417250377	-0.305174843379032	-0.303837458844503	-0.301861732392685	-0.299259343492279	-0.296044129459761	-0.292232047778837	-0.287841153275183	-0.28289158960837	-0.277405594345381	-0.271407516678808	-0.264923846643142	-0.257983254460397	-0.250616638408472	-0.242857179349793	-0.234740399782327	-0.226304224979823	-0.217589043473873	-0.208637763799365	-0.199495864080617	-0.190211430683369	-0.180835181804493	-0.171420471525615	-0.162023269529191	-0.15270211137837	-0.143518014009394	-0.134534350893429	-0.125816681211239	-0.117432527368333	-0.109451095280459	-0.10194293210096	-0.0949795164640988	-0.0886327769033721	-0.0829745348915379	-0.0780758699581146
4.16	0	-0.00491232462148254	-0.00983324376536737	-0.0147617376837827	-0.0196967848047998	-0.0246373619416629	-0.02958244450255	-0.0345310067008057	-0.0394820217656363	-0.0444344621531902	-0.0493872997580232	-0.0782205056912953	-0.108675208600751	-0.139843751296819	-0.170849774757027	-0.200875270293579	-0.229183150749391	-0.255134975909177	-0.278203693615616	-0.297981462142181	-0.314182795600593	-0.326643418948578	-0.33531533077093	-0.340258650359161	-0.341630872059952	-0.339674166898861	-0.334701362479416	-0.327081201064232	-0.317223426847783	-0.305564191107079	-0.292552192436743	-0.278635892637295	-0.264252070632175	-0.249815900158231	-0.235712664488614	-0.222291155132676	-0.209858742791995	-0.198678058792807	-0.188965184247196	-0.180889212387265	-0.174573026587885	-0.170095121982831	-0.167492291512688	-0.166762996799823	-0.167871249417774	-0.170750837866704	-0.175309748850605	-0.18143464728992	-0.188995296984357	-0.197848822149528	-0.207843728480093	-0.218474375923891	-0.22811059212792	-0.237265067829474	-0.245899622394995	-0.253980374576306	-0.261477581547273	-0.268365461685642	-0.274622007292385	-0.280228792618566	-0.285170781799552	-0.289436140585531	-0.293016055110519	-0.295904560360496	-0.298098380484459	-0.299596782637185	-0.300401445645381	-0.300516344444286	-0.299947650933851	-0.298703651645563	-0.296794682386165	-0.294233079825667	-0.291033149817416	-0.287211152070448	-0.282785300632566	-0.277775779480123	-0.272204772341618	-0.266096505701846	-0.259477303736577	-0.252375653710921	-0.244822280134677	-0.23685022570252	-0.228494936755427	-0.219794350681744	-0.210788982333697	-0.201522006170439	-0.192039330456646	-0.182389659452201	-0.172624539131791	-0.162798381583232	-0.152968462861985	-0.143194888740834	-0.133540522504048	-0.12407086871284	-0.114853906733445	-0.105959867792334	-0.0974609494278891	-0.089430961468069	-0.0819448981032677	-0.07507843126651	-0.0689073214018039
4.18	0	-0.00449704144557118	-0.00900350735603608	-0.013518494153512	-0.0180410961768878	-0.0225704058585393	-0.0271055139016338	-0.0316455094580016	-0.0361894803065545	-0.0407365130321881	-0.045285693205176	-0.0748791250911983	-0.105599706527525	-0.13653101981051	-0.16680493714488	-0.195627360903561	-0.222299030046521	-0.246231132950977	-0.266955696182914	-0.284130921070412	-0.297541810362115	-0.307096562898486	-0.312819314133785	-0.314839865243501	-0.313381075550854	-0.308744595314058	-0.301295592525642	-0.291447082769232	-0.279644410060854	-0.266350353656816	-0.252031255509057	-0.237144479489152	-0.222127430295307	-0.207388280152	-0.193298477460652	-0.180187045308408	-0.168336620455631	-0.157981135826112	-0.14930501186219	-0.142443694212997	-0.137485356594104	-0.134473577525409	-0.133410797067871	-0.134262363565383	-0.136960989624075	-0.141411449990233	-0.147495370520654	-0.155075976048925	-0.16400268470916	-0.174115456371754	-0.185248822584813	-0.196953288474086	-0.207793997016613	-0.218123039452286	-0.22790296387037	-0.237100648803109	-0.245687098925632	-0.253637230285214	-0.260929650914694	-0.267546441817775	-0.273472942516435	-0.27869754462793	-0.283211496293019	-0.287008719707337	-0.290085643511534	-0.292441051368623	-0.294075947693024	-0.294993441188667	-0.295198646595965	-0.294698604831733	-0.293502221524796	-0.291620223794841	-0.289065134985815	-0.285851266939992	-0.281994729277926	-0.277513455025814	-0.27242724179926	-0.266757807605157	-0.260528860156313	-0.253766178401944	-0.246497704757866	-0.238753646269856	-0.23056658266099	-0.221971578897626	-0.213006299560051	-0.20371112192447	-0.194129244256686	-0.184306785389808	-0.174292871215894	-0.164139703273794	-0.153902604174154	-0.143640034181113	-0.133413572884735	-0.123287859566876	-0.113330485606458	-0.103611832110471	-0.0942048459187229	-0.0851847472390742	-0.0766286624521658	-0.0686151761072289	-0.0612237968398539
4.2	0	-0.00406108361074722	-0.0081324740456853	-0.0122133896001169	-0.0163030461965445	-0.0204006575269773	-0.0245054351959082	-0.0286165888639553	-0.0327333263921436	-0.0368548539867912	-0.0409803763450007	-0.0710413070764987	-0.10172238604535	-0.132108076463891	-0.161347951010934	-0.18868080505732	-0.21345341972153	-0.235133827753678	-0.253319165101255	-0.267738389227202	-0.278250307603629	-0.284837484239447	-0.28759667851354	-0.286726520538969	-0.282513143688111	-0.275314481687906	-0.265543899459843	-0.253653768620172	-0.240119525362632	-0.225424665273219	-0.210047041099601	-0.194446739766221	-0.179055727562118	-0.164269370367182	-0.150439861301302	-0.137871522909713	-0.12681789595706	-0.11748048256002	-0.110008977730271	-0.104502800010885	-0.101013718035969	-0.099549364554543	-0.100077431605213	-0.102530348889265	-0.106810260720889	-0.112794134014034	-0.120338849443027	-0.129286149134299	-0.139467336076512	-0.150707642077478	-0.162830201890383	-0.175459210306881	-0.187397387527945	-0.198798546484979	-0.209626482455553	-0.219849290427329	-0.229439120721458	-0.238371930184013	-0.246627234354515	-0.254187865122052	-0.26103973756767	-0.267171628969042	-0.272574972309639	-0.27724366608682	-0.281173901746722	-0.284364009682421	-0.286814324408374	-0.288527069260697	-0.289506260761184	-0.289757632614472	-0.289288579174013	-0.288108118104912	-0.28622687188222	-0.28365706768369	-0.280412555159121	-0.276508841476648	-0.271963142953319	-0.266794452466618	-0.261023621709789	-0.254673457191699	-0.247768828687584	-0.24033678861656	-0.232406700553055	-0.224010374770589	-0.215182208367568	-0.205959327136891	-0.196381725917008	-0.186492403705832	-0.176337489337052	-0.165966353019126	-0.155431698531297	-0.144789630371354	-0.134099689671987	-0.123424852264652	-0.112831481892264	-0.102389231277953	-0.0921708835716351	-0.0822521266465457	-0.0727112528327273	-0.063628776983388	-0.0550869663027386
4.22	0	-0.00360681090506841	-0.00722486365968135	-0.010853503561968	-0.0144920732170466	-0.0181399126431693	-0.0217963593786375	-0.0254607485894776	-0.0291324131778709	-0.0328106838913182	-0.0364948894325377	-0.0667256902176786	-0.0970623652617866	-0.126599999414438	-0.154515248885744	-0.180088520887352	-0.202720429298143	-0.221942498866441	-0.237422318360564	-0.248963534720775	-0.25650123225528	-0.26009335210573	-0.259908878391381	-0.25621355106835	-0.249353865334165	-0.239740088010238	-0.227828967960077	-0.214106745715677	-0.199072982527304	-0.183225636199592	-0.167047715059807	-0.150995746371744	-0.13549020494392	-0.120907964356982	-0.107576759213961	-0.0957715834746469	-0.0857128980182852	-0.0775664802738854	-0.0714447197769841	-0.0674091451822921	-0.0654739596156416	-0.0656103611110006	-0.0677514319481386	-0.0717973936285906	-0.0776210416544311	-0.0850731949164935	-0.0939880171637545	-0.104188091646928	-0.115489153683817	-0.127704408811705	-0.140648385757707	-0.154037549757204	-0.166955058685105	-0.179315382665729	-0.191084044840037	-0.202230775181458	-0.212729230070242	-0.222556713633231	-0.231693905709137	-0.240124600383819	-0.247835458227268	-0.254815774653787	-0.261057266216306	-0.266553876129878	-0.271301599891396	-0.275298331514658	-0.278543730623509	-0.281039110431668	-0.282787346476954	-0.28379280586033	-0.284061296657644	-0.283600037114862	-0.282417644197576	-0.280524141034159	-0.277930982761382	-0.274651100243984	-0.270698961088725	-0.266090647302272	-0.260843948844832	-0.254978472202379	-0.248515762934848	-0.241479440951598	-0.233895347015808	-0.225791698683666	-0.217199253541428	-0.20815147721354	-0.198684713179828	-0.188838350962431	-0.178654988728965	-0.168180585814571	-0.157464600101692	-0.146560104624659	-0.135523877201258	-0.124416456352909	-0.113302156279235	-0.102249033224793	-0.0913287952414358	-0.0806166471374066	-0.0701910623442244	-0.0601334735566838	-0.0505278743426605
4.24	0	-0.00313667851946728	-0.00628558614617821	-0.00944619970365191	-0.0126179929716329	-0.015800436754479	-0.0189929989504173	-0.0221951446216793	-0.02540633606552	-0.0286260328860984	-0.0318536920672473	-0.0619549233730693	-0.0916459508600603	-0.120042216878606	-0.146356654019555	-0.169919636847394	-0.190192884105846	-0.206777409156773	-0.219415839712411	-0.227989610467987	-0.232511671574712	-0.233115451830235	-0.230040869776952	-0.223618201941968	-0.214250599771671	-0.202396000759914	-0.188549110634164	-0.173224048155432	-0.156938147846022	-0.140197314130684	-0.123483217742001	-0.107242525894016	-0.0918782650104491	-0.0777433312691356	-0.0651360916956509	-0.0542979580943474	-0.0454127681884504	-0.0386077728381929	-0.0339560045420756	-0.0314797896630997	-0.0311551637575217	-0.0329169546437802	-0.0366643099708383	-0.0422664635487416	-0.0495685561543937	-0.058397350579131	-0.0685667061260249	-0.079882703530387	-0.0921483364686134	-0.105167709710755	-0.118749706000745	-0.132722246363172	-0.146491433400645	-0.159689005040226	-0.172282647575812	-0.184244099717021	-0.195548840848438	-0.20617578731031	-0.216107000915619	-0.22532741300089	-0.233824566508192	-0.241588377910364	-0.248610920215386	-0.254886227811395	-0.260410123532777	-0.265180068030439	-0.269195031305924	-0.272455386109205	-0.274962822793789	-0.276720285160012	-0.277731926788607	-0.278003087362301	-0.277540288484464	-0.276351248522252	-0.27444491601907	-0.271831521230013	-0.26852264532691	-0.264531306790107	-0.259872064445693	-0.254561136513872	-0.248616534901312	-0.242058213792844	-0.234908231372167	-0.227190923223865	-0.218933085638391	-0.210164166656449	-0.200916462250267	-0.191225314548463	-0.181129308472628	-0.170670462573411	-0.15989440924006	-0.148850558821177	-0.137592241549268	-0.126176820524652	-0.114665768404632	-0.103124699884975	-0.0916233515782589	-0.0802355005167722	-0.0690388122678834	-0.058114609581152	-0.0475475526243916
4.26	0	-0.00265322341694565	-0.0053197142900101	-0.00799908485308243	-0.010690943915387	-0.0133948968906776	-0.0161105458274102	-0.0188374894399287	-0.021575323140664	-0.0243236390733481	-0.0270820261472776	-0.0567555362359758	-0.0855064577505024	-0.112480216284741	-0.136934920374438	-0.158258806845476	-0.17598136473615	-0.189778365394622	-0.199471242316301	-0.20502143519197	-0.206520437047051	-0.204176362126287	-0.19829788809723	-0.189276423496807	-0.177567315496764	-0.163670850057379	-0.148113712711895	-0.131431479878047	-0.114152603717006	-0.0967842436126247	-0.079800189095783	-0.0636310164714777	-0.0486565276654683	-0.0352004371986808	-0.0235272032247107	-0.0138408419945511	-0.00628552205957544	-9.47704556461488E-4	0.00214042183675565	0.0029964694312675	0.00168259887513074	-0.00170027018742942	-0.00701855788145377	-0.0141122270647621	-0.0228009105990707	-0.0328898102937875	-0.0441752428410208	-0.0564497356678126	-0.0695066020357357	-0.0831439492473803	-0.0971680959810328	-0.111537754350882	-0.126023154206537	-0.139928723645886	-0.153224695311648	-0.165885139870801	-0.177887628325142	-0.189212908555322	-0.199844599580817	-0.209768906114212	-0.21897435521506	-0.227451556200425	-0.23519298443814	-0.242192789225169	-0.248446625627014	-0.253951509913726	-0.258705698062728	-0.262708586697204	-0.265960635780372	-0.268463312380098	-0.270219054845005	-0.271231256782853	-0.271504270295576	-0.271043427994286	-0.26985508338377	-0.267946669261794	-0.265326773816638	-0.262005234119942	-0.257993246694486	-0.253303494782097	-0.247950291839751	-0.241949740646923	-0.235319907210007	-0.22808100839612	-0.220255611916064	-0.211868846902632	-0.202948622895184	-0.193525854545298	-0.183634688804006	-0.173312730743061	-0.16260126350808	-0.151545457209447	-0.140194560840266	-0.128602070584622	-0.116825867162981	-0.104928314176838	-0.0929763087874625	-0.081041275523119	-0.0691990935876065	-0.0575299477761567	-0.0461180930300637
4.28	0	-0.00215905016268304	-0.00433245535334356	-0.00651996643635122	-0.00872133044117098	-0.0109362905511008	-0.0131645860931222	-0.01540595252889	-0.017660121446896	-0.019926820555803	-0.0222057736789993	-0.0511577722633322	-0.0786839582163737	-0.103969150763247	-0.126325139686809	-0.145205365205573	-0.160213063179208	-0.171103236425566	-0.177779018765053	-0.18028315512617	-0.17878542832119	-0.173566922897217	-0.1650020326107	-0.153539095793559	-0.139680488358229	-0.123962924130912	-0.106938613446336	-0.089157820126223	-0.0711532402747075	-0.0534265092645394	-0.0364370305560975	-0.0205932153959272	-0.00624612887741532	0.00631454268636819	0.0168623544644513	0.025233998999537	0.0313274757577787	0.0350987985480553	0.0365575163309592	0.0357613232847755	0.0328100250388094	0.0278391114695993	0.0210131641315814	0.0125192999425178	0.00256082372508092	-0.00864876798302154	-0.0208913195881487	-0.0339490024113908	-0.0476086980711264	-0.0616657481879316	-0.075927061270836	-0.0905011571689413	-0.105561279493084	-0.120039970206525	-0.133910333694693	-0.147149040507683	-0.159735969634904	-0.171653871077738	-0.18288805139341	-0.19342608400832	-0.203257545366703	-0.21237377738154	-0.220767676178881	-0.228433506762445	-0.235366742960401	-0.241563931838399	-0.247022581659866	-0.251741072434526	-0.255718588107694	-0.258955069495219	-0.261451187151924	-0.263208333465296	-0.264228633382098	-0.264514973294974	-0.264071047731025	-0.262901423587172	-0.261011621740739	-0.258408215921158	-0.255098948753635	-0.25109286487147	-0.246400460935091	-0.241033852286527	-0.235006955803574	-0.228335688293244	-0.221038179475685	-0.213134998254556	-0.204649390545997	-0.195607526445344	-0.186038753949789	-0.175975855829221	-0.165455305551951	-0.154517517434719	-0.143207085408107	-0.131573003983338	-0.119668864191741	-0.107553016465254	-0.0952886916601627	-0.0829440707257676	-0.0705922929175565	-0.0583113919871499	-0.0461841494881689
4.3	0	-0.00165681629801061	-0.00332912180928625	-0.00501680856004619	-0.00671976430314863	-0.00843787246530346	-0.0101710120955374	-0.0119190578149509	-0.0136818797677999	-0.0154593435739342	-0.0172513102826297	-0.0451953852710792	-0.071224962919229	-0.0945733470667362	-0.114614022057182	-0.130872330880983	-0.14303046857488	-0.150926286844139	-0.154546598745227	-0.154015812279554	-0.149580809763213	-0.141593028972563	-0.130488697216046	-0.116768126824252	-0.100974907056921	-0.0836757304247677	-0.0654414782048419	-0.0468300674132618	-0.0283714359876181	-0.0105549199110086	0.0061808399599908	0.0214554289457995	0.034951687185341	0.0464183728490335	0.0556706585217611	0.062588705290967	0.0671145899323496	0.069247877470635	0.0690401357876666	0.0665886825886847	0.062029839792428	0.0555319481932217	0.0472883679200193	0.0375106595433858	0.0264221082486963	0.0142517206974902	0.00122879221601401	-0.0124218882677304	-0.0264841558407899	-0.0407538947903992	-0.0550417777488342	-0.0696243568519139	-0.0851135271010316	-0.100026587906417	-0.114339778374361	-0.128032577864867	-0.14108733459264	-0.15348892034049	-0.165224413084355	-0.176282808499062	-0.186654760635658	-0.196332351523048	-0.205308889035685	-0.213578732071825	-0.221137141889502	-0.22798015833654	-0.234104499673428	-0.239507484711317	-0.244186976060128	-0.248141343392591	-0.251369445769107	-0.253870632225793	-0.255644759995428	-0.256692229899827	-0.25701403861483	-0.256611847658183	-0.255488069079213	-0.253645967930597	-0.251089781670162	-0.247824856668306	-0.243857801978165	-0.239196660455015	-0.233851097183359	-0.227832604978967	-0.221154726474689	-0.21383329196863	-0.205886671808644	-0.197336041605872	-0.188205658011951	-0.178523142160993	-0.16831976717182	-0.157630745334567	-0.146495509777256	-0.134957984534886	-0.123066836041359	-0.110875698153265	-0.0984433619178167	-0.0858339204432288	-0.073116858451176	-0.0603670754242382	-0.0476648307471324
4.32	0	-0.00114921734520435	-0.00231510134263757	-0.00349768700270345	-0.00469700459727161	-0.00591307956449967	-0.0071459324150504	-0.00839557863976657	-0.00966202861884528	-0.0109452875325424	-0.0122453552734829	-0.0389054013538664	-0.0631820368335685	-0.0843657200354929	-0.101899057837331	-0.115385271906129	-0.124589897273479	-0.129436344972911	-0.129996137542853	-0.126474747050164	-0.119194032031053	-0.108572286693714	-0.0951028888588844	-0.0793324695398387	-0.0618394345162306	-0.0432135546388688	-0.0240372145926587	-0.00486877657622635	0.0137716178229111	0.0314136119728428	0.0476454870333021	0.0621203302966193	0.0745596354435863	0.0847545239250537	0.0925648325090465	0.0979163512644556	0.100796519871173	0.101248899608013	0.0993667354593652	0.0952859094864929	0.0891775650023406	0.0812406532286968	0.0716946219654237	0.0607724311691339	0.0487140448258158	0.0357605134794371	0.0221487283718459	0.00810689723714598	-0.00614923598287101	-0.0204194294557214	-0.0345212622015822	-0.0489162821122855	-0.0646865086837472	-0.0798930853179146	-0.0945155829605819	-0.108536437128944	-0.121940569544542	-0.134715041342855	-0.146848738733556	-0.158332091215428	-0.169156821838836	-0.179315728541998	-0.18880249524983	-0.197611531200695	-0.205737836841583	-0.213176894591969	-0.219924582806725	-0.225977111356431	-0.231330977377308	-0.235982939911724	-0.239930012354042	-0.243169471826045	-0.24569888482305	-0.247516148688135	-0.248619548680427	-0.249007830597139	-0.248680289081387	-0.247636871892277	-0.245878300524023	-0.243406207630638	-0.240223291735891	-0.236333489678454	-0.231742167153661	-0.226456327560043	-0.220484839135397	-0.213838680068573	-0.206531200895228	-0.198578403025002	-0.189999231702274	-0.180815881072044	-0.171054108308602	-0.160743552971228	-0.149918056885205	-0.138615978918096	-0.126880498044133	-0.114759897081791	-0.102307818473148	-0.089583482475572	-0.0766518571880722	-0.0635837689730506	-0.0504559411000902
4.34	0	-6.38971533504439E-4	-0.00129582629881659	-0.00197074338727651	-0.00266389666166604	-0.00337545461798464	-0.00410558024877236	-0.0048544309080668	-0.00562215817803427	-0.0064089077373371	-0.00721481923130628	-0.0323278481429067	-0.0546133538517381	-0.0734270996884606	-0.0882875698093044	-0.0988810425104336	-0.105059883492498	-0.106834825629329	-0.10436216028889	-0.0979268645823013	-0.087922732518834	-0.0748305714633452	-0.0591954755912617	-0.0416041032347301	-0.0226627735623142	-0.00297706835132104	0.0168665153075372	0.0363164584205366	0.0548693961995801	0.0720804444074894	0.0875706617788255	0.101031737082234	0.112228074726789	0.120996519948701	0.127244013612709	0.130943498324321	0.132128413253748	0.130886116623773	0.127350564294271	0.121694552512804	0.114121804948648	0.104859150771967	0.0941490038185465	0.0822423146264622	0.0693921289339168	0.0558478494117647	0.0418502630233129	0.0276273652456299	0.013390984989179	-6.65809272062699E-4	-0.0143705607860733	-0.0283850602667253	-0.0442878999177782	-0.0596467996520069	-0.074444791294565	-0.0886673508702652	-0.102302020203899	-0.11533806511555	-0.127766170123231	-0.139578168869827	-0.15076680895959	-0.161325549503936	-0.171248389420077	-0.180529724381802	-0.189164230273551	-0.19714677103131	-0.204472328852742	-0.211135954911278	-0.217132738902903	-0.222457795979246	-0.227106269866906	-0.231073351231752	-0.234354310610559	-0.236944545493287	-0.238839641390999	-0.240035446960307	-0.240528163469186	-0.240314449074972	-0.239391538537238	-0.237757379099949	-0.235410783342682	-0.23235159981329	-0.228580902208129	-0.224101197754143	-0.218916655263817	-0.213033353073053	-0.206459546728161	-0.199205955856532	-0.191286069132697	-0.182716465635023	-0.173517150178011	-0.163711899402806	-0.1533286145187	-0.142399675618981	-0.130962291456687	-0.119058837475531	-0.106737173768357	-0.0940509335052871	-0.0810597712663056	-0.0678295596642762	-0.0544325216950668
4.36	0	-1.28804339575026E-4	-2.76742767635568E-4	-4.4413881493432E-4	-6.31310271032568E-4	-8.38569002587917E-4	-0.00106622077336369	-0.00131456506603631	-0.00158389490588474	-0.00187449668641672	-0.00218664999701861	-0.025505453752252	-0.0455821944307839	-0.061845477917066	-0.0738956657735097	-0.08150640661354	-0.0846194482604932	-0.0833336296035296	-0.0778890882363526	-0.0686477955314431	-0.0560715495721394	-0.0406985251229412	-0.0231194067021726	-0.00395402472497762	0.0161707152801459	0.0366409653481747	0.0568736363546322	0.0763313257896332	0.0945342743577064	0.111069286422931	0.125595666542772	0.137848323593133	0.147638273926989	0.154850835295504	0.159441844429607	0.161432254473142	0.160901475653125	0.157979815817617	0.152840359134619	0.145690593776169	0.136764065225752	0.126312293231505	0.114597149468307	0.101883851503108	0.0884346882314056	0.0745035538240107	0.0603313323528293	0.0461421443321061	0.0321404398382024	0.0185089008487305	0.005407097966372	-0.00804010034864294	-0.023928494337295	-0.0392999176257836	-0.0541409229176478	-0.0684400478641463	-0.0821874436779282	-0.0953745448245532	-0.107993778721582	-0.120038313768096	-0.131501843586153	-0.142378405060113	-0.152662227591016	-0.162347610922782	-0.171428828927871	-0.179900056846365	-0.187755319639763	-0.194988459336187	-0.201593119495748	-0.207562745203015	-0.212890597289101	-0.217569779790504	-0.221593279958419	-0.224954020434189	-0.227644923497804	-0.229658987571111	-0.230989376410088	-0.231629521645641	-0.231573239524143	-0.230814862851589	-0.229349389252711	-0.227172646912294	-0.224281478963677	-0.220673947622282	-0.216349559023019	-0.211309509502781	-0.205556953766418	-0.199097294980457	-0.191938496348188	-0.184091413128523	-0.175570143366711	-0.166392394807242	-0.156579864560086	-0.146158627096088	-0.135159525064677	-0.123618556269911	-0.111577248927132	-0.0990830160746981	-0.0861894787619329	-0.0729567464096507	-0.05945164158358
