0.1	0.748503553926166
0.2	2.85608883230165
0.3	5.94120163657277
0.4	9.46605607958838
0.5	12.8544066281627
0.6	15.6073260217998
0.7	17.3872039987187
0.8	18.0516615466633
0.9	17.6353161245211
1	16.2928725569246
1.1	14.226975918033
1.2	11.6259312210725
1.3	8.62993508038341
1.4	5.33262622338519
1.5	1.8117725571646
1.6	-1.82698920928553
1.7	-5.41333305935056
1.8	-8.69935764214706
1.9	-11.3791887166095
2	-13.138584681506
2.1	-13.7219640736228
2.2	-12.9981588233204
2.3	-11.0057633290118
2.4	-7.9641554889398
2.5	-4.24544340344956
2.6	-0.313010682325994
2.7	3.35897023647031
2.8	6.36606887563774
2.9	8.43576214351944
3	9.45823181245474
3.1	9.48134462074383
3.2	8.67459689885024
3.3	7.27418077825593
3.4	5.52495167869149
3.5	3.63418413456632
3.6	1.74712493118119
3.7	-0.0528966729153581
3.8	-1.72446622294297
3.9	-3.23832170398868
4	-4.55001266243796
4.1	-5.58538351614188
4.2	-6.24440229601235
4.3	-6.42247106300794
4.4	-6.04244262093669
4.5	-5.08689368532434
4.6	-3.61980978656757
4.7	-1.78976240196008
4.8	0.18803551312018
4.9	2.06733548523524
5	3.6156097503246
5.1	4.65685960938593
5.2	5.1019392007435
5.3	4.95932292113988
5.4	4.32454445047981
5.5	3.35211725817599
5.6	2.21804040632166
5.7	1.08286300321537
5.8	0.0643293133652242
5.9	-0.774723428017778
6	-1.42221060637053
6.1	-1.89997531667319
6.2	-2.24109456028971
6.3	-2.46912932506907
6.4	-2.5857881594096
6.5	-2.57031331971575
6.6	-2.38995361324611
6.7	-2.01736367876601
6.8	-1.44868573771192
6.9	-0.715976206738385
7	0.110521388889101
7.1	0.931602932287037
7.2	1.63768453992418
7.3	2.13179857013334
7.4	2.35076148848868
7.5	2.27878881784955
7.6	1.94997008439271
7.7	1.43911354354808
7.8	0.843617429530557
7.9	0.261332591706866
8	-0.229765980379518
