-3e-13,-0.000135047924807934,7.55459268151389e-05,1.55286533749355e-05,1.59402602602947e-06,-8.97895476153031e-05
-2.8e-13,9.14686612459781e-05,6.08057325521093e-05,2.35570097873161e-05,4.34526793768224e-05,1.13752409956931e-05
-2.6e-13,2.79814839805859e-05,5.00001000151758e-05,-6.29362560119036e-05,-5.27248017409273e-06,-6.66573703583148e-06
-2.4e-13,0.000156032974882021,8.65197263385735e-05,7.79955232127377e-05,1.38833250375289e-05,1.07943612117575e-05
-2.2e-13,0.000135387863325549,0.000143590213803694,8.17017911065093e-05,2.55568641222506e-05,1.81282572049633e-05
-2e-13,3.31866174265731e-06,-5.05220159225044e-07,-3.73146700324684e-05,1.14991167304181e-05,1.3998996703689e-05
-1.8e-13,0.000303886006226648,2.08945770467671e-05,0.000143837032306546,-6.90299124732175e-05,0.000126946703572012
-1.6e-13,6.80042289966722e-05,3.34207171691394e-06,6.59095134339841e-05,-4.43325686286581e-05,6.64151466190415e-05
-1.4e-13,-5.37584235187245e-05,-8.08911322228385e-05,0.000116899281569764,1.86913590741311e-05,1.19742430685367e-05
-1.2e-13,-0.000379861637032393,-6.57400938120863e-05,-5.61440143594713e-05,-1.26425565551462e-06,-0.000176639260605954
-1e-13,-2.2413751542074e-05,4.65829931628229e-05,-4.62166400355395e-05,1.26660804523339e-05,-8.26017640319912e-05
-8e-14,1.54347673861919e-05,0.000131214832817151,4.84915159874274e-05,4.39174189125473e-05,-3.4579598566451e-05
-6e-14,0.000193901473175734,0.000136627918940459,6.3788415168008e-05,-4.03669282148924e-06,5.45412223296903e-05
-4e-14,-2.90524999752792e-05,-0.00011344632495067,4.72365629697186e-05,-1.72445279675125e-05,-1.21162112613559e-05
-2e-14,-2.49240134388483e-05,-0.000193484767364091,-6.78299749343298e-05,-6.62304002736056e-06,-0.000102648401337601
0,-3.94956754005024e-05,-0.000315579570389863,-2.67854544769681e-05,9.53697521423343e-05,-0.00017448686268049
2e-14,0.000141551901827968,-0.000559103090618759,-0.000297023178975825,6.66554525440716e-05,-0.000332714820062054
4e-14,0.000411567551771986,-0.00117823941499344,-0.000470692391696997,0.000153166820405512,-0.000651220305772772
6e-14,0.00129188342993217,-0.0022671722537082,-0.000911731473510844,0.000188469382254179,-0.00111516866252841
